"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY"
3329,causative,"152",Threshers,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3330,causative,"159",Others - agricultural machines,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3331,causative,"161",Under-cutters,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3332,causative,"169",Others - mining machinery,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3333,causative,"191","Earth-moving machines, excavating/scraping mc",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3334,causative,"192","Spinning, weaving and other textile machines",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3335,causative,"193",Machines for the manufacture of foodstuffs,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3336,causative,"194",Machines for the manufacture of paper,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3337,causative,"195",Printing machines,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3338,causative,"199",Other machines not elsewhere classified,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3339,causative,"211",Cranes,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3340,causative,"212",Lifts and elevators,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3341,causative,"213",Winches,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3342,causative,"214",Pulley blocks,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3343,causative,"219",Others - lifting machines/appliances,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3344,causative,"221",Inter-urban railways,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3345,causative,"222","Rail transport in mines, tunnels, quarrels",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3346,causative,"229",Others - means of rail transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3347,causative,"231",Tractors,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3348,causative,"232",Lorries,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3349,causative,"233",Trucks,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3350,causative,"234","Motor vehicles, not elsewhere classified",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3351,causative,"235",Animal-drawn vehicles,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3352,causative,"236",Hand-drawn vehicles,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3353,causative,"239",Others - wheeled means of transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3354,causative,"240",Means of air transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3355,causative,"251",Motorized means of water transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3356,causative,"252",Non-motorized means of water transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3357,causative,"261",Cable-cars,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3358,causative,"262","Mechanical conveyors, except cable-cars",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3359,causative,"269",Other means of transport,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3360,causative,"311",Boilers,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3361,causative,"312",Pressurized container,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3362,causative,"313",Pressurized piping and accessories,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3363,causative,"314",Gas cylinders,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3364,causative,"315","Caissons, diving equipment",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3365,causative,"319",Other pressure vessels,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3366,causative,"321",Blast furnaces,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3367,causative,"322",Refining furnaces,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3368,causative,"323",Other furnaces,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3369,causative,"324",Kilns,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3370,causative,"325",Ovens,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3371,causative,"330",Refrigerating plants,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3372,causative,"341",Rotating machines,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3373,causative,"342",Conductors,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3374,causative,"343",Transformers,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3375,causative,"344",Control apparatus,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3376,causative,"349",Others - refrigerating installations,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3377,causative,"350",Electric hand tools,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3378,causative,"361","Power-driven hand tools, except electric",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3379,causative,"362","Hand tools, not power driven",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3380,causative,"369","Others - tools, implements, appliances",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3381,causative,"370","Ladders, mobile ramps",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3382,causative,"380",Scaffolding,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3383,causative,"390","Other equipment, not elsewhere classified",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3384,causative,"410",Explosives,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3385,causative,"421",Dusts,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3386,causative,"422","Gases, vapours, fumes",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3387,causative,"423",Liquids not elsewhere classified,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3388,causative,"424",Chemicals not elsewhere classified,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3389,causative,"429","Others - dusts, gases, liquids, chemicals",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3390,causative,"430",Flying fragments,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3391,causative,"441",Ionizing radiations,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3392,causative,"449",Others - radiations,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3393,causative,"490",Other materials and substances not classified,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3394,causative,"511",Weather,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3395,causative,"512",Traffic and working surfaces,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3396,causative,"513",Water,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3397,causative,"519",Others - outdoor,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3398,causative,"521",Floors,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3399,causative,"522",Confined quarters,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3400,causative,"523",Stairs,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3401,causative,"524",Other traffic and working surfaces,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3402,causative,"525",Floor openings and wall openings,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3403,causative,"526","Environmental factors (lighting, ventilation)",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3404,causative,"529",Others - indoor,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3405,causative,"531",Roofs and faces of mine roads and tunnels,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3406,causative,"532",Floors of mine roads and tunnels,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3407,causative,"533","Working faces of mines, tunnels",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3408,causative,"534",Mine shafts,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3409,causative,"535",Fire,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3410,causative,"536",Water,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3411,causative,"539",Others - underground,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3412,causative,"611",Live animals,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3413,causative,"612",Animal products,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3414,causative,"620","Other agencies, not elsewhere classified",NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3415,causative,"700",Agencies not classified for lack of data,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3416,closereason,"1",No Confirmation of Insured Person/Dependant/Claimant,Tiada Pengesahan Orang Berinsurans/Orang Tanggungan/Pihak yang Menuntut,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3417,closereason,"2",No police report,Tiada Laporan Polis,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3418,closereason,"3",Incomplete information/document,Maklumat/Dokumen Tidak Lengkap,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3419,closereason,"4",No medical report,Tiada Laporan Perubatan,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3420,closereason,"5",Section 96 (Invalidity),Seksyen 96 (Ilat),,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3421,closereason,"6",Section 96 (HUK),Seksyen 96 (HUK),,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3422,closereason,"7",No confirmation on end of employment,Tiada Pengesahan Berhenti Kerja,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3423,closereason,"8",Suspend,Gantung,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3424,closereason,"9","5M","5M",,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3425,closereason,"10",Dependant is eligible for another benefit,OT layak di bawah faedah lain,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3426,closetype,"1",Transfer File,Pindah Fail,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3427,closetype,"2",Insured Person Request,Permintaan OB,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3428,closetype,"3",Transit Medical Board,Tumpang Jemaah Doktor,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3429,colorcode,I,#27AE60,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3430,colorcode,N,#FF0000,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3431,contracttype,"1",Lisan,Lisan,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3432,contracttype,"2",Bertulis,Bertulis,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3433,contracttype,"3",Lain-lain,Lain-lain,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3434,contrsts,"1",Surplus,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3435,contrsts,"2",Deficit,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3436,contrsts,"3",Arrears,NULL,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
3437,correspaddtype,"1",Employer Premise,Alamat Majikan,,,2020-11-23 16:32:34,2020-11-23 16:32:34,
