"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY"
82,bankcode,"3",Bank Simpanan Nasional (BSN),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
83,bankcode,"4",Bank Muamalat (BMMB),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
84,bankcode,"5",RHB Bank Berhad (RHB),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
85,bankcode,"6",Public Bank Berhad (PBB),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
86,bankcode,"7",Bank Islam Malaysia Berhad (BIMB),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
87,bankcode,"8",Hong Leong Bank Berhad (HLBB),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
88,bankcode,"9",Ambank Berhad (AMBank),,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
89,bankloc,"0",Local Bank,,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
90,bankloc,"1",Overseas Bank,,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
91,benefit_type,"1",HUS,HUS,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
92,benefit_type,"2",HUK,HUK,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
93,benefit_type,"3",FOT,FOT,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
94,benefit_type,"4",ILT,ILT,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
95,benefit_type,"5",PKT,PKT,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
96,benefit_type,"6",FPM,FPM,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
97,benefitsts,"1",Benefit Endorsement,,,,2021-01-20 01:47:05,2021-01-20 01:47:05,
98,benefitsts,"2",Request Payment Option,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
99,benefitsts,"3",Request Payment Option Expired,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
100,benefitsts,"4",Request Option Sec 96,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
101,benefitsts,"5",Closed - Section 96,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
102,benefitsts,"6",Closed - Reverse Decision,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
103,benefitsts,"7",Closed -HUK created,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
104,benefitsts,"8",Closed - FOT created,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
105,benefitsts,"9",Closed - PKT created,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
106,benefitsts,"10",Closed - no more eligible dependant,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
107,benefitsts,"11",Closed with no payment,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
108,benefitsts,"12",Payment in Progress,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
109,benefitsts,"13",Closed with Payment,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
110,benefitsts,"14",Pending MC,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
111,benefitsts,"15",In Query,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
112,benefitsts,"16",Benefit Endorsement - NTU,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
113,benefitsts,"17",Revision in Progress,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
114,benefitsts,"18",Revision Completed,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
115,benefitsts,"19",Revision Payment in Progress,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
116,benefitsts,"20",Data Cleansing in progress,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
117,benefitsts,"21",Data Cleansing completed,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
118,benefitsts,"22",Data Cleansing Approved,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
119,benefitsts,"23",Suspended,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
120,benefitsts,"24",Appeal to MAB,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
121,benefitsts,"25",Active,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
122,benefitsts,"26",Closed,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
123,benefityp,ELS,Constant Attending Allowance,Elaun Layanan Sementara,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
124,benefityp,FOT,Dependants' Pension,Faedah Orang Tanggungan,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
125,benefityp,FPM,Funeral Expenses,Faedah Pengurusan Mayat,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
126,benefityp,HUK,Permanent Disablement,Hilang Upaya Kekal,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
127,benefityp,HUS,Temporary Disablement,Hilang Upaya Sementara,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
128,benefityp,ILT,Invalidity Pension,Pencen Ilat,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
129,benefityp,PKT,Survivors' Pension,Penakat,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
130,bodysystem,"1",Cardiovascular,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
131,bodysystem,"2",Pulmonary,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
132,bodysystem,"3",Digestive,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
133,bodysystem,"4",Urinary & Productive,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
134,bodysystem,"5",Skin,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
135,bodysystem,"6",Hematopoietic,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
136,bodysystem,"7",Endocrine,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
137,bodysystem,"10",Spine and Pelvis,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
138,bodysystem,"11",Nervous,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
139,bodysystem,"12",ENT,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
140,bodysystem,"13",Visual,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
141,bodysystem,"14",Mental & Behavioral Disorder,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
142,bodysystem,"15",Cancer,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
143,bodysystem,"16",Pain Related Impairment,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
144,bodysystem,"17",Burn,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
145,bodysystem,"18",Amputation,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
146,bodysystem,"19",Autoimmune Disease,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
147,bodysystem,"20",Unspecified/Others,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
148,bussentity,"1",Corporation,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
149,bussentity,"2",Partnership,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
150,bussentity,"3",Sole Proprietor / Individual Business,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
151,bussentity,"4",Others,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
152,casecategory,"1",New,Baru,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
153,casecategory,"2",Revision,Ulangkaji,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
154,casecategory,"3",Reopen,Buka Semula,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
155,casecategory,"4",Update Insured Person Profile,Kemaskini Profil Orang Berinsurans,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
156,casetype,"1",Accident,Kemalangan,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
157,casetype,"2",Occupational Disease,Penyakit Khidmat,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
158,casetype,"3",Invalidity,Keilatan,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
159,casetype,"4",Death,Kematian,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
160,causative,"111",Steam engines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
161,causative,"112",Internal conbustion engines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
162,causative,"113","Others - Prime-moyers, except electr. motors",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
163,causative,"121",Transmission shafts,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
164,causative,"122","Transmission belts, cables, pulleys, pinions",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
165,causative,"129",Others - transmission machinery,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
166,causative,"131",Power presses,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
167,causative,"132",Lathes,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
168,causative,"133",Milling machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
169,causative,"134",Abrasive wheels,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
170,causative,"135",Mechanical shears,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
171,causative,"136",Forging machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
172,causative,"137",Rolling-mills,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
173,causative,"139",Others - metalworking machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
174,causative,"141",Circular saws,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
175,causative,"142",Other saws,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
176,causative,"143",Moulding machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
177,causative,"144",Overhand planes,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
178,causative,"149",Others - wood and assimilated machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
179,causative,"151",Reapers (including combine reapers),,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
180,causative,"152",Threshers,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
181,causative,"159",Others - agricultural machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
182,causative,"161",Under-cutters,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
183,causative,"169",Others - mining machinery,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
184,causative,"191","Earth-moving machines, excavating/scraping mc",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
185,causative,"192","Spinning, weaving and other textile machines",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
186,causative,"193",Machines for the manufacture of foodstuffs,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
187,causative,"194",Machines for the manufacture of paper,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
188,causative,"195",Printing machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
189,causative,"199",Other machines not elsewhere classified,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
190,causative,"211",Cranes,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
191,causative,"212",Lifts and elevators,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
192,causative,"213",Winches,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
193,causative,"214",Pulley blocks,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
194,causative,"219",Others - lifting machines/appliances,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
195,causative,"221",Inter-urban railways,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
196,causative,"222","Rail transport in mines, tunnels, quarrels",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
197,causative,"229",Others - means of rail transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
198,causative,"231",Tractors,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
199,causative,"232",Lorries,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
200,causative,"233",Trucks,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
201,causative,"234","Motor vehicles, not elsewhere classified",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
202,causative,"235",Animal-drawn vehicles,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
203,causative,"236",Hand-drawn vehicles,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
204,causative,"239",Others - wheeled means of transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
205,causative,"240",Means of air transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
206,causative,"251",Motorized means of water transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
207,causative,"252",Non-motorized means of water transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
208,causative,"261",Cable-cars,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
209,causative,"262","Mechanical conveyors, except cable-cars",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
210,causative,"269",Other means of transport,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
211,causative,"311",Boilers,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
212,causative,"312",Pressurized container,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
213,causative,"313",Pressurized piping and accessories,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
214,causative,"314",Gas cylinders,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
215,causative,"315","Caissons, diving equipment",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
216,causative,"319",Other pressure vessels,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
217,causative,"321",Blast furnaces,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
218,causative,"322",Refining furnaces,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
219,causative,"323",Other furnaces,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
220,causative,"324",Kilns,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
221,causative,"325",Ovens,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
222,causative,"330",Refrigerating plants,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
223,causative,"341",Rotating machines,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
224,causative,"342",Conductors,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
225,causative,"343",Transformers,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
226,causative,"344",Control apparatus,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
227,causative,"349",Others - refrigerating installations,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
228,causative,"350",Electric hand tools,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
229,causative,"361","Power-driven hand tools, except electric",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
230,causative,"362","Hand tools, not power driven",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
231,causative,"369","Others - tools, implements, appliances",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
232,causative,"370","Ladders, mobile ramps",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
233,causative,"380",Scaffolding,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
234,causative,"390","Other equipment, not elsewhere classified",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
235,causative,"410",Explosives,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
236,causative,"421",Dusts,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
237,causative,"422","Gases, vapours, fumes",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
238,causative,"423",Liquids not elsewhere classified,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
239,causative,"424",Chemicals not elsewhere classified,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
240,causative,"429","Others - dusts, gases, liquids, chemicals",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
241,causative,"430",Flying fragments,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
242,causative,"441",Ionizing radiations,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
243,causative,"449",Others - radiations,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
244,causative,"490",Other materials and substances not classified,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
245,causative,"511",Weather,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
246,causative,"512",Traffic and working surfaces,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
247,causative,"513",Water,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
248,causative,"519",Others - outdoor,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
249,causative,"521",Floors,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
250,causative,"522",Confined quarters,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
251,causative,"523",Stairs,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
252,causative,"524",Other traffic and working surfaces,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
253,causative,"525",Floor openings and wall openings,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
254,causative,"526","Environmental factors (lighting, ventilation)",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
255,causative,"529",Others - indoor,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
256,causative,"531",Roofs and faces of mine roads and tunnels,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
257,causative,"532",Floors of mine roads and tunnels,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
258,causative,"533","Working faces of mines, tunnels",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
259,causative,"534",Mine shafts,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
260,causative,"535",Fire,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
261,causative,"536",Water,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
262,causative,"539",Others - underground,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
263,causative,"611",Live animals,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
264,causative,"612",Animal products,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
265,causative,"620","Other agencies, not elsewhere classified",,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
266,causative,"700",Agencies not classified for lack of data,,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
267,CEO,designation,Chief Executive Officer,Ketua Eksekutif,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
268,CEO,idno,"540000000000","540000000000",,,2021-01-20 01:47:06,2021-01-20 01:47:06,
269,CEO,name,Muhammad Zikrie bin Hasim,Muhammad Zikrie bin Hasim,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
270,closereason,"1",No Confirmation of Insured Person/Dependant/Claimant,Tiada Pengesahan Orang Berinsurans/Orang Tanggungan/Pihak yang Menuntut,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
271,closereason,"2",No police report,Tiada Laporan Polis,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
272,closereason,"3",Incomplete information/document,Maklumat/Dokumen Tidak Lengkap,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
273,closereason,"4",No medical report,Tiada Laporan Perubatan,,,2021-01-20 01:47:06,2021-01-20 01:47:06,
274,closereason,"5",Section 96 (Invalidity),Seksyen 96 (Ilat),,,2021-01-20 01:47:06,2021-01-20 01:47:06,
275,closereason,"6",Section 96 (HUK),Seksyen 96 (HUK),,,2021-01-20 01:47:06,2021-01-20 01:47:06,
