"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY"
19046,panel_code,rtw_PHYSIOTHERAPY_POTCKB,PHYSIOTHERAPY AND OCCUPATIONAL THERAPY CENTRE (POTCKB),,,,,,
19047,panel_code,rtw_FLEX_KT0427207-X,FLEX PHYSIOTHERAPY(KT0427207-X),,,,,,
19048,panel_code,rtw_ALL,ALL REHAB SDN BHD,,,,,,
19049,panel_code,rtw_BIOREHAB_LABUAN,BIOREHAB PHYSIOTHERAPY SDN BHD (LABUAN),,,,,,
19050,panel_code,rtw_BIOREHAB_KOTA KINABALU,BIOREHAB PHYSIOTHERAPY SDN BHD (KOTA KINABALU),,,,,,
19051,panel_code,rtw_BIOREHAB_SANDAKAN,BIOREHAB PHYSIOTHERAPY SDN BHD (SANDAKAN),,,,,,
19052,panel_code,rtw_BERKAT_SANDAKAN,BERKAT PHYSIOTHERAPY CENTRE (SANDAKAN),,,,,,
19053,panel_code,rtw_K.K_KK,K.K PHYSIOCARE SDN BHD (KK),,,,,,
19054,panel_code,rtw_MOVE_KK,MOVE WELL PHYSIOTHERAPY & REHABILITATION (KK),,,,,,
19055,panel_code,rtw_VALERIE_KK,VALERIE MUSCULOSKELETAL & SPORTS PHYSIOTHERAPY (KK),,,,,,
19056,panel_code,rtw_BODYCARE_TCMC,BODYCARE PHYSIO & TRADITIONAL CHINESE MEDICAL CENTRE (TCMC) (TAWAU),,,,,,
19057,panel_code,rtw_TAWAU_TAWAU,TAWAU PHYSIOTHERAPY CENTRE (TAWAU),,,,,,
19058,panel_code,rtw_TAGS_KOTA KINABALU,TAGS SPINE & JOINT SPECIALISTS (KOTA KINABALU),,,,,,
19059,panel_code,rtw_SABAH_KK,SABAH PHYSIOTHERAPY CENTRE (KK),,,,,,
19060,panel_code,rtw_DAMAI_KK,'DAMAI WELLNESS CENTRE, KOTA KINABALU SPECIALIST HOSPITAL SDN. BHD (KK)',,,,,,
19061,panel_code,rtw_DOCUMENTATION_ DBC KUCHING,DOCUMENTATION BASED CARE ( DBC KUCHING),,,,,,
19062,panel_code,rtw_REJANG_SIBU,REJANG HEALTHCARE CENTRE SDN BHD (SIBU),,,,,,
19063,panel_code,rtw_TAGS_KUCHING,TAGS SPINE & JOINT SPECIALISTS (KUCHING),,,,,,
19064,panel_code,rtw_TAGS_MIRI,TAGS SPINE & JOINT SPECIALISTS (MIRI),,,,,,
19065,panel_code,rtw_COLUMBIA,COLUMBIA ASIA HOSPITAL BINTULU,,,,,,
19066,panel_code,rtw_NORMAH_KUCHING,NORMAH MEDICAL SPECIALIST CENTRE (KUCHING),,,,,,
19067,panel_code,rtw_REHAB_KUCHING,REHAB CONCEPT SDN BHD (KUCHING),,,,,,
19068,panel_code,rtw_COLUMBIA_TRUEPEAC,COLUMBIA ASIA HOSPITAL - MIRI (TRUEPEACE,,,,,,
19069,panel_code,rtw_DOCUMENTATION_DBC HQ,DOCUMENTATION BASED CARE (DBC HQ),,,,,,
19070,panel_code,rtw_DOCUMENTATION_DBC TTDI,DOCUMENTATION BASED CARE (DBC TTDI),,,,,,
19071,panel_code,rtw_DOCUMENTATION_DBC JALAN KUCHING,DOCUMENTATION BASE CARE (DBC JALAN KUCHING),,,,,,
19072,panel_code,rtw_PUSAT_JALAN IPOH,PUSAT FISIOTERAPI & REHABILITASI MAIWP-PICOMS (JALAN IPOH),,,,,,
19073,panel_code,rtw_PARKCITY_DESA PARK CITY,PARKCITY MEDICAL CENTRE (DESA PARK CITY),,,,,,
19074,panel_code,rtw_TAGS_HQ,TAGS SPECIALISTS CENTER SDN BHD (HQ) (JALAN PUDU ULU),,,,,,
19075,panel_code,rtw_KPJ_JALAN PAHANG,KPJ TAWAKKAL HEALTH CENTRE (JALAN PAHANG),,,,,,
19076,panel_code,rtw_TAMAN_TAMAN DESA,TAMAN DESA MEDICAL CENTRE (TAMAN DESA),,,,,,
19077,panel_code,rtw_NURSINAR_TAMAN SETIAWANGSA,NURSINAR GLOBAL ENTERPRISE (TAMAN SETIAWANGSA),,,,,,
19078,panel_code,rtw_WQ_SRI RAMPAI,WQ PARK HEALTH & REHABILITATION CENTRE (SRI RAMPAI),,,,,,
19079,panel_code,rtw_APPLE_DESA PANDAN,APPLE PHYSIOTHERAPY CENTRE (DESA PANDAN),,,,,,
19080,panel_code,rtw_YOUR_HQ,YOUR PHYSIO SDN BHD (HQ) (CHERAS),,,,,,
19081,panel_code,rtw_WORLD_AMPANG,WORLD RENAISSANCE PHYSIOTHERAPY (AMPANG),,,,,,
19082,panel_code,rtw_BAINS,BAINS MELAWATI,,,,,,
19083,panel_code,rtw_HOSPITAL,HOSPITAL PUSRAWI,,,,,,
19084,panel_code,rtw_GLOBAL,GLOBAL PHYSIO & REHAB CENTRE PLT,,,,,,
19085,panel_code,rtw_MY_BUKIT JALIL,MY FLEX HEALTH GROUP SDN BHD (BUKIT JALIL),,,,,,
19086,panel_code,rtw_WQ_KELANA JAYAI,WQ PARK HEALTH & REHABILITATION CENTRE (KELANA JAYAI),,,,,,
19087,panel_code,rtw_SUBANG_SUBANG JAYA,SUBANG JAYA MEDICAL CENTRE (SUBANG JAYA),,,,,,
19088,panel_code,rtw_ARA_ARA DAMANSARA,ARA DAMANSARA MEDICAL CENTRE (ARA DAMANSARA),,,,,,
19089,panel_code,rtw_SAU_PUCHONG,SAU SENG LUM REHABILITATION CENTRE (PUCHONG),,,,,,
19090,panel_code,rtw_SAU_PETALING JAYA,SAU SENG LUM REHABILITATION CENTRE (PETALING JAYA),,,,,,
19091,panel_code,rtw_PUTRA_BANDAR PUTRA PERMAI,PUTRA MEDIC PHYSIOTHERAPY CENTRE (BANDAR PUTRA PERMAI),,,,,,
19092,panel_code,rtw_PUTIH_BANGI,PUTIH FISIOTERAPI CENTRE (BANGI),,,,,,
19093,panel_code,rtw_MOMO_SHAH ALAM,MOMO PHYSIOTHERAPY CENTRE (SHAH ALAM),,,,,,
19094,panel_code,rtw_MEDWELL_PETALING JAYA,MEDWELL PHYSIOTHERAPY SDN BHD (PETALING JAYA),,,,,,
19095,panel_code,rtw_MEDWELL_KLANG,MEDWELL PHYSIOTHERAPY SDN BHD (KLANG),,,,,,
19096,panel_code,rtw_REGEN_PETALING JAYA,REGEN REHABILITATION INTERNATIONAL SDN BHD (PETALING JAYA),,,,,,
19097,panel_code,rtw_JOINCARE_SUBANG JAYA,JOINCARE REHABILITATION CENTRE (SUBANG JAYA),,,,,,
19098,panel_code,rtw_JOINCARE_KLANG,JOINCARE REHABILITATION CENTRE (KLANG),,,,,,
19099,panel_code,rtw_INFINITE_M,INFINITE REHABILITATION (M) SDN BHD (SUBANG JAYA),,,,,,
19100,panel_code,rtw_DAVID_ASIA,DAVID HEALTH SOLUTIONS (ASIA) SDN BHD (KLANG),,,,,,
19101,panel_code,rtw_RAWANG_RAWANG,RAWANG PHYSIOTHERAPY & REHABILITATION (RAWANG),,,,,,
19102,panel_code,rtw_COLUMBIA_PUCHONG,COLUMBIA ASIA HOSPITAL – PUCHONG (PUCHONG),,,,,,
19103,panel_code,rtw_MYPHYSIOWORKS_BANTING,MYPHYSIOWORKS SDN BHD (BANTING),,,,,,
19104,panel_code,rtw_MYPHYSIOWORKS_KLANG,MYPHYSIOWORKS SDN BHD (KLANG),,,,,,
19105,panel_code,rtw_DYNAMIQUE_PETALING JAYA,DYNAMIQUE SPORTS INJURY & REHABILITATION CENTRE (PETALING JAYA),,,,,,
19106,panel_code,rtw_DIAMAGNETIC_SHAH ALAM,DIAMAGNETIC PHYSIO CENTRE SDN BHD (SHAH ALAM),,,,,,
19107,panel_code,rtw_DIAMAGNETIC_SUNGAI WAY,DIAMAGNETIC PHYSIO CENTRE SDN BHD (SUNGAI WAY),,,,,,
19108,panel_code,rtw_DIAMAGNETIC_RAWANG,DIAMAGNETIC PHYSIO CENTRE SDN BHD (RAWANG),,,,,,
19109,panel_code,rtw_SMART_SHAH ALAM,SMART INTEGRATED THERAPY (SHAH ALAM),,,,,,
19110,panel_code,rtw_SUNWAY_BANDAR SUNWAY,SUNWAY MEDICAL CENTRE SDN BHD (BANDAR SUNWAY),,,,,,
19111,panel_code,rtw_COLUMBIA_KLANG,COLUMBIA ASIA HOSPITAL - KLANG (KLANG),,,,,,
19112,panel_code,rtw_DOCUMENTATION_SHAH ALAM,DOCUMENTATION BASED CARE (SHAH ALAM),,,,,,
19113,panel_code,rtw_YOUR_PJ,YOUR PHYSIO SDN BHD (PJ) (PETALING JAYA),,,,,,
19114,panel_code,rtw_WELL_SERI KEMBANGAN,WELL REHABILITATION CENTRE (SERI KEMBANGAN),,,,,,
19115,panel_code,rtw_KPJ_KOMPLEKS OSTIA,KPJ KAJANG SPECIALIST HOSPITAL (KOMPLEKS OSTIA),,,,,,
19116,panel_code,rtw_KPJ_BERANANG,KPJ KAJANG SPECIALIST HOSPITAL (BERANANG),,,,,,
19117,panel_code,rtw_CHONG_BALAKONG,CHONG PHYSIOTHERAPY & REHABILITATION CENTRE (BALAKONG),,,,,,
19118,panel_code,rtw_MY_SEPANG,MY PHYSIO & REHAB CENTRE (SEPANG),,,,,,
19119,panel_code,rtw_COLUMBIA_SHAH ALAM,COLUMBIA ASIA EXTENDED CARE HOSPITAL SHAH ALAM (SHAH ALAM),,,,,,
19120,panel_code,rtw_PHYSIO_PETALING JAYA,PHYSIO PLUS (PETALING JAYA),,,,,,
19121,panel_code,rtw_AXIS_PETALING JAYA,AXIS PHYSIOTHERAPY (PETALING JAYA),,,,,,
19122,panel_code,rtw_DAMAI_PREVIOUSLY KNOWN AS: TRICARES PHYSIO & REHAB SDN BHD,DAMAI PHYSIO AND REHAB (PREVIOUSLY KNOWN AS: TRICARES PHYSIO & REHAB SDN BHD) (KAJANG),,,,,,
19123,panel_code,rtw_TAIPAN_SUBANG JAYA,TAIPAN PHYSIOTHERAPY & REHABILITATION CENTRE (SUBANG JAYA),,,,,,
19124,panel_code,rtw_PHYSIOMOBILEMY_SHAH ALAM,'PHYSIOMOBILEMY SERVICES, PMMY GROUP SDN BHD (SHAH ALAM)',,,,,,
19125,panel_code,rtw_PHYSIO,PHYSIO ACTIVE SDN BHD,,,,,,
19126,panel_code,rtw_SPINE,SPINE SPORTS STROKE REHAB SPECIALIST SDN BHD,,,,,,
19127,panel_code,rtw_PHYSIOCARE_MINTS HEALTH AND WELLNESS ENTERPRIS,PHYSIOCARE PHYSIOTHERAPY CENTRE (MINTS HEALTH AND WELLNESS ENTERPRISE,,,,,,
19128,panel_code,rtw_LOVE_PETALING JAYA,LOVE ON WHEELS HEALTHCARE SERVICES SDN BHD (PETALING JAYA),,,,,,
19129,panel_code,rtw_PANTAI_IPOH,'PANTAI INTEGRATED REHAB SERVICES SDN BHD, HOSPITAL PANTAI IPOH (IPOH)',,,,,,
19130,panel_code,rtw_TABUAN_KUCHING,TABUAN HEALTHCARE & NURSING (KUCHING),,,,,,
19131,panel_code,rtw_MALAYSIAN_JALAN IPOH,MALAYSIAN MEDICAL & HEALTHCARE CENTRE (JALAN IPOH),,,,,,
